t,with_noise,ar_p
1,0.0268833569773026,0
1.09395973154362,-0.278781587440022,-0.0146364943543092
1.18791946308725,-0.801169456732409,0.157976232882679
1.28187919463087,-0.864924135801144,0.471799791186863
1.3758389261745,-0.982672819798866,0.528564749656255
1.46979865771812,-1.01245564868101,0.622359452539281
1.56375838926175,-0.782427793479883,0.663720925246439
1.65771812080537,-0.449027445347185,0.530312171136365
1.75167785234899,0.0736924425496136,0.31431921174303
1.84563758389262,0.409151232791651,-0.0532223196191654
1.93959731543624,0.540569869254132,-0.30459036218934
2.03355704697987,1.01065808347509,-0.414436899761501
2.12751677852349,1.02379308578168,-0.797296932519234
2.22147651006711,0.972440994360072,-0.830409947356254
2.31543624161074,0.86055935032698,-0.81036749530006
2.40939597315436,0.546417143216005,-0.736256333057528
2.50335570469799,0.203079185372473,-0.479632825711827
2.59731543624161,-0.093392520529261,-0.182771266835226
2.69127516778523,-0.450697874709587,0.0861286578214296
2.78523489932886,-0.729394358382496,0.425659103892388
2.87919463087248,-0.931894722681991,0.705081213103079
2.97315436241611,-1.05365795710268,0.921540336874413
3.06711409395973,-0.843875765344049,1.06536526773715
3.16107382550336,-0.559479452377103,0.872004957522183
3.25503355704698,-0.286576873982287,0.590561644175831
3.3489932885906,0.114946022609572,0.308866186403132
3.44295302013423,0.464792586852097,-0.126440624870529
3.53691275167785,0.717538278188629,-0.521600569689575
3.63087248322148,0.947389641244905,-0.821182696149209
3.7248322147651,0.960580290733011,-1.10528791478572
3.81879194630872,0.969304691002846,-1.14202323453814
3.91275167785235,0.660846153341085,-1.17393568132567
4.00671140939597,0.35585973117284,-0.815043589120672
4.1006711409396,0.00168159761290048,-0.446801662472565
4.19463087248322,-0.478203937837589,-0.00214870806092839
4.28859060402685,-0.585111911341523,0.621665119188865
4.38255033557047,-0.873306718066549,0.773647971662681
4.47651006711409,-1.03324865456007,1.17411236540058
4.57046979865772,-0.891247614744338,1.41210649456542
4.66442953020134,-0.873009298719919,1.23784390936714
4.75838926174497,-0.508152316368159,1.231913121527
4.85234899328859,-0.15912869835499,0.728351653461027
4.94630872483221,0.245816278993139,0.23162066093893
5.04026845637584,0.589699029534044,0
5.13422818791946,0.793315012508285,0
5.22818791946309,0.978503793657281,0
5.32214765100671,0.975739375652425,0
5.41610738255034,0.879309291813309,0
5.51006711409396,0.645854845665553,0
5.60402684563758,0.305786965942109,0
5.69798657718121,-0.169352560260785,0
5.79194630872483,-0.480839212742594,0
5.88590604026846,-0.834968782781978,0
5.97986577181208,-1.00930388810035,0
6.0738255033557,-0.997620791795248,0
6.16778523489933,-0.822367828725616,0
6.26174496644295,-0.711261854104561,0
6.35570469798658,-0.332241818072379,0
6.4496644295302,0.00980373216425729,0
6.54362416107383,0.445844033136773,0
6.63758389261745,0.648916509520656,0
6.73154362416107,0.918290475550805,0
6.8255033557047,1.02712626639849,0
6.91946308724832,0.995123116287301,0
7.01342281879195,0.824105865688184,0
7.10738255033557,0.451699500402368,0
7.2013422818792,0.009658596360268,0
7.29530201342282,-0.328030225508255,0
7.38926174496644,-0.677745647938957,0
7.48322147651007,-0.751995210738299,0
7.57718120805369,-1.02140352283333,0
7.67114093959732,-0.933343587672624,0
7.76510067114094,-0.822339660731592,0
7.85906040268456,-0.494596811075044,0
7.95302013422819,-0.226866289123886,0
8.04697986577181,0.118510378828593,0
8.14093959731544,0.467908536091491,0
8.23489932885906,0.837128430695166,0
8.32885906040269,0.961878669026877,0
8.42281879194631,0.980820754369606,0
8.51677852348993,0.940483579470538,0
8.61073825503356,0.639245779972092,0
8.70469798657718,0.300805686318388,0
8.7986577181208,-0.00485315739354118,0
8.89261744966443,-0.48762624156116,0
8.98657718120805,-0.712064050120494,0
9.08053691275168,-0.898338197139656,0
9.1744966442953,-1.01168567236177,0
9.26845637583893,-0.905879098022376,0
9.36241610738255,-0.761661920847302,0
9.45637583892617,-0.447373865140995,0
9.5503355704698,-0.015839216476956,0
9.64429530201342,0.386923460321616,0
9.73825503355705,0.802053121047676,0
9.83221476510067,0.865654810604827,0
9.9261744966443,1.00664487661903,0
10.0201342281879,0.949504129757449,0
10.1140939597315,0.677611784708669,0
10.2080536912752,0.462758859602392,0
10.3020134228188,0.036435977088498,0
10.3959731543624,-0.208304524573676,0
10.489932885906,-0.635593166330061,0
10.5838926174497,-0.842919285779897,0
10.6778523489933,-1.0112097731124,0
10.7718120805369,-0.964830318734608,0
10.8657718120805,-0.866575336481142,0
10.9597315436242,-0.549557833643443,0
11.0536912751678,-0.192887785854657,0
11.1476510067114,0.232650735423739,0
11.241610738255,0.493334017276054,0
11.3355704697987,0.680515714305296,0
11.4295302013423,0.917783104382264,0
11.5234899328859,1.06323195500181,0
11.6174496644295,0.835958480620128,0
11.7114093959732,0.705078619469234,0
11.8053691275168,0.337192219737913,0
11.8993288590604,0.0296782988018203,0
11.993288590604,-0.507348254049451,0
12.0872483221477,-0.728084569988257,0
12.1812080536913,-0.98527718367798,0
12.2751677852349,-0.854544029384476,0
12.3691275167785,-0.891435123178633,0
12.4630872483221,-0.663761725532131,0
12.5570469798658,-0.481357343082293,0
12.6510067114094,-0.086642151168643,0
12.744966442953,0.297398092035485,0
12.8389261744966,0.695912447729779,0
12.9328859060403,0.865844101271087,0
13.0268456375839,1.02836068387659,0
13.1208053691275,0.86287876436682,0
13.2147651006711,0.782561479165197,0
13.3087248322148,0.479970272941735,0
13.4026845637584,0.0890245497786196,0
13.496644295302,-0.183887670238002,0
13.5906040268456,-0.542566242947522,0
13.6845637583893,-0.823148211023507,0
13.7785234899329,-1.04227763519097,0
13.8724832214765,-0.931148260617306,0
13.9664429530201,-0.841402939628321,0
14.0604026845638,-0.623017517778565,0
14.1543624161074,-0.269534891659719,0
14.248322147651,0.0921276326883947,0
14.3422818791946,0.378648050251737,0
14.4362416107383,0.746465643784839,0
14.5302013422819,0.905502908287381,0
14.6241610738255,0.949650766533444,0
14.7181208053691,0.850212719036339,0
14.8120805369128,0.66154925821645,0
14.9060402684564,0.270344051375626,0
15,0.0482114711315304,0
